Date,Time,Otters,hSeals,eSeals
12/3/13,1250,4,62,0
12/4/13,1425,6,201,0
12/5/13,125,9,146,0
12/6/13,1705,3,37,0
12/7/13,1045,6,7,1
12/8/13,840,8,159,1
12/9/13,915,5,55,1
12/11/13,940,3,59,1
12/12/13,715,8,22,1
12/13/13,1230,4,123,1
12/14/13,750,4,33,1
12/15/13,1305,8,162,1
12/16/13,830,2,36,1
12/17/13,1340,2,241,1
12/18/13,1135,7,92,1
12/19/13,1610,0,51,1
12/20/13,820,5,171,1
12/21/13,1220,4,146,1
12/22/13,830,4,105,1
12/23/13,1320,1,127,1
12/24/13,1210,5,169,1
12/25/13,1400,7,97,1
12/26/13,1045,8,142,1
12/27/13,1340,6,18,1
12/28/13,1100,8,172,0
12/29/13,1415,10,146,1
12/30/13,800,5,34,0
12/31/13,1230,2,225,1
1/1/14,1010,6,44,1
1/2/14,1050,5,10,1
1/8/14,1010,7,96,1
1/9/14,1310,1,109,1
1/10/14,1040,1,97,1
1/11/14,1650,2,146,1
1/12/14,1220,1,140,1
1/13/14,915,5,5,1
1/15/14,1630,5,154,0
1/16/14,1300,4,101,0
1/17/14,1150,1,99,0
1/18/14,1400,3,169,1
1/19/14,1400,1,184,1
1/20/14,800,5,38,2
1/21/14,1000,1,136,2
1/22/14,1145,8,156,1
1/23/14,1210,8,172,2
1/25/14,845,11,90,2
1/26/14,1040,6,92,2
1/27/14,850,11,49,0
1/28/14,1200,2,114,0
1/29/14,1440,3,163,0
1/30/14,1215,7,115,1
1/31/14,1350,4,158,1
2/2/14,1650,5,11,0
2/3/14,730,7,90,1
2/4/14,1130,8,140,0
2/5/14,925,12,38,0
2/6/14,1415,14,28,0
2/7/14,915,7,92,0
2/8/14,1310,7,41,0
2/9/14,1350,10,87,0
2/10/14,1115,1,108,0
2/11/14,1600,8,102,0
2/12/14,1530,9,70,0
2/13/14,750,9,34,0
2/14/14,1430,8,99,0
2/15/14,940,9,46,0
2/16/14,1120,8,144,0
2/17/14,1500,6,188,0
2/18/14,1620,6,224,0
2/19/14,850,7,90,0
2/20/14,1615,5,165,0
2/21/14,1410,3,106,0
2/22/14,1330,4,58,0
2/24/14,1645,5,38,0
2/25/14,1550,6,27,0
2/26/14,1720,10,0,0
2/27/14,1045,21,173,0
2/28/14,1650,15,43,0
3/1/14,1330,20,170,0
3/2/14,1440,22,148,0
3/3/14,1705,14,135,0
3/4/14,1830,6,193,0
3/5/14,830,15,138,0
3/6/14,1245,6,53,0
3/7/14,1500,1,279,0
3/8/14,1500,3,114,0
3/9/14,1040,16,124,0
3/10/14,1425,5,216,0
3/11/14,1250,13,194,0
3/12/14,1000,13,59,0
3/13/14,1230,18,173,0
3/14/14,730,12,72,0
3/16/14,1830,8,207,0
3/17/14,1500,6,206,0
3/18/14,1230,9,92,0
3/19/14,1245,13,87,0
3/20/14,1740,13,159,0
3/21/14,1705,5,131,0
3/22/14,1515,7,114,0
3/23/14,1530,11,73,0
3/24/14,1640,9,55,0
3/25/14,815,14,53,0
3/26/14,1220,13,135,0
3/27/14,1145,15,186,1
3/29/14,1850,10,19,0
3/30/14,810,13,49,0
4/1/14,1530,16,164,0
4/2/14,940,20,116,0
4/3/14,1340,8,48,0
4/4/14,1330,12,62,0
4/5/14,1130,12,68,0
4/6/14,1345,11,35,0
4/7/14,1720,11,112,0
4/8/14,755,18,58,0
4/9/14,1105,21,73,0
4/10/14,1320,15,109,0
4/11/14,1050,16,94,0
4/12/14,1720,15,145,0
4/13/14,1730,10,34,0
4/14/14,1930,7,103,0
4/15/14,1615,11,276,0
4/16/14,1230,10,141,0
4/17/14,1745,11,229,0
4/18/14,915,8,114,0
4/19/14,1340,5,134,0
4/20/14,1915,4,143,0
4/21/14,1505,10,170,0
4/22/14,1800,5,185,0
4/23/14,1455,4,173,0
4/24/14,1500,5,112,0
4/25/14,1500,8,99,0
4/26/14,755,6,91,0
4/27/14,1440,6,233,0
4/28/14,930,6,111,0
4/30/14,1900,5,136,1
5/1/14,1700,2,153,1
5/2/14,1445,3,148,1
5/3/14,1900,4,172,1
5/4/14,1740,1,174,1
5/5/14,1745,4,177,1
5/6/14,1745,3,169,1
5/8/14,1635,1,95,1
5/9/14,1325,4,125,1
5/10/14,1955,2,11,1
5/11/14,1510,3,139,1
5/26/14,1525,5,246,0
5/27/14,1830,8,183,1
5/28/14,1050,7,218,1
5/29/14,1400,7,294,1
5/30/14,745,7,168,2
5/31/14,1525,6,268,2
6/1/14,1420,6,230,2
6/2/14,1350,11,211,2
6/3/14,1340,2,192,2
6/4/14,1520,8,276,2
6/5/14,1650,7,304,2
6/6/14,1645,4,167,2
6/7/14,1550,6,406,2
6/8/14,1530,4,374,2
6/9/14,1615,6,372,1
6/10/14,1555,3,290,1
6/11/14,1750,3,377,0
6/12/14,650,7,223,1
6/13/14,930,7,187,1
6/14/14,1725,4,443,1
6/15/14,1500,12,405,1
6/16/14,1910,11,344,1
6/17/14,1700,8,324,1
6/18/14,730,14,339,1
6/19/14,1630,14,199,1
6/20/14,1120,10,180,1
6/21/14,1210,6,337,1
6/22/14,1650,10,371,1
6/23/14,1445,11,384,0
6/24/14,1655,7,390,0
6/25/14,1200,19,373,0
6/26/14,1000,23,40,0
6/27/14,1725,15,117,0
6/28/14,1600,10,178,0
6/29/14,1450,12,299,0
6/30/14,1410,8,338,0
7/1/14,1215,10,328,0
7/2/14,1525,8,283,0
7/3/14,1520,10,363,0
7/4/14,1205,1,289,0
7/5/14,1900,10,188,0
7/6/14,1900,4,86,0
7/7/14,1650,11,145,0
7/8/14,1630,2,223,0
7/9/14,1325,7,202,0
7/10/14,1710,4,181,0
7/11/14,1600,2,135,0
7/12/14,1340,3,73,0
7/13/14,1100,7,167,0
7/14/14,850,7,187,0
7/15/14,1515,4,94,0
7/17/14,1330,4,142,0
7/18/14,1935,1,214,0
7/19/14,1515,2,186,0
7/20/14,1040,0,108,0
7/23/14,1020,3,71,0
7/24/14,1430,4,215,0
7/25/14,1250,2,107,0
7/26/14,1155,2,62,0
7/27/14,1615,0,99,0
7/28/14,1830,1,122,0
7/29/14,850,1,32,0
7/30/14,1205,0,53,0
7/31/14,1715,1,74,0
8/1/14,1135,3,51,0
8/2/14,1350,0,61,0
8/4/14,945,2,70,0
8/5/14,1400,2,29,0
8/6/14,1740,2,36,0
8/8/14,1440,3,121,0
8/9/14,1450,2,129,0
8/10/14,1245,1,82,0
8/11/14,1230,1,15,0
8/12/14,800,2,16,0
8/13/14,1540,1,16,0
8/14/14,1515,1,10,0
8/15/14,1530,0,7,0
8/16/14,1230,2,5,0
8/17/14,1255,1,38,1
8/18/14,1530,1,58,1
8/19/14,1800,0,32,1
8/20/14,1800,1,6,0
8/21/14,1750,0,36,1
8/22/14,1035,0,16,1
8/23/14,1900,0,31,0
8/24/14,1055,1,12,0
8/26/14,945,3,19,0
8/27/14,1350,2,24,0
8/28/14,1630,2,4,0
8/29/14,1715,1,6,0
8/30/14,1245,1,5,0
8/31/14,1620,2,9,0
9/1/14,1645,0,0,0
9/2/14,1750,4,88,0
9/3/14,1605,0,28,0
9/4/14,1115,2,144,0
9/5/14,810,3,60,0
9/6/14,1850,2,14,0
9/7/14,1730,3,19,0
9/8/14,1210,2,8,0
9/9/14,1730,2,0,0
9/10/14,900,5,61,0
9/11/14,1325,2,38,0
10/1/14,1455,1,0,0
10/2/14,1305,0,62,0
10/3/14,1545,2,35,0
10/4/14,1720,1,6,0
10/5/14,1730,1,13,0
10/6/14,1730,1,0,0
10/7/14,1100,3,50,0
10/8/14,1520,1,0,0
10/9/14,1220,1,43,0
10/20/14,1715,2,49,0
10/21/14,1345,3,95,0
10/22/14,1030,8,149,0
10/23/14,1525,2,0,0
10/24/14,1215,5,95,0
10/25/14,1325,2,16,0
10/26/14,1140,3,45,0
10/27/14,1215,2,103,0
10/28/14,1235,0,14,0
10/29/14,1610,1,11,0
10/30/14,1135,7,52,0
10/31/14,1300,4,2,0
11/2/14,1020,4,215,1
11/3/14,1500,0,1,1
11/4/14,1030,1,104,1
11/5/14,1345,10,19,1
11/6/14,805,11,40,3
11/7/14,955,9,22,3
11/8/14,700,4,22,3
11/9/14,1005,17,63,3
11/10/14,1145,5,123,3
11/11/14,1505,9,81,3
11/12/14,845,3,171,3
11/13/14,1605,3,52,3
11/14/14,1600,3,140,1
11/15/14,1020,0,195,3
11/16/14,1355,4,96,3
11/17/14,1505,5,0,4
11/18/14,800,7,71,5
11/19/14,740,2,21,6
11/20/14,830,3,70,6
11/21/14,845,6,103,6
11/22/14,910,6,56,6
11/23/14,930,5,102,6
11/24/14,1010,6,79,6
11/25/14,1515,7,143,6
11/26/14,1520,2,0,5
11/27/14,800,12,89,7
11/28/14,825,4,149,4
11/29/14,1000,5,175,5
11/30/14,1615,7,12,4
12/1/14,1310,3,61,4
12/2/14,1420,3,0,3
12/3/14,1430,6,14,2
12/4/14,1120,3,170,3
12/5/14,1120,7,108,4
12/6/14,1345,0,0,1
12/7/14,820,9,139,4
12/8/14,935,10,36,3
12/11/14,800,8,100,2
12/12/14,1425,12,43,1
12/13/14,1505,6,273,0
12/14/14,935,6,174,2
12/15/14,1600,8,0,0
12/16/14,745,6,152,0
12/17/14,1330,4,47,0
12/18/14,1625,7,281,0
12/19/14,1600,3,212,0
12/20/14,1250,7,195,0
12/22/14,1140,2,158,0
12/23/14,1050,7,121,0
12/24/14,1010,5,72,0
12/25/14,1420,2,72,0
12/26/14,1430,8,194,0
12/27/14,1210,4,105,0
12/28/14,1530,2,108,0
12/29/14,1410,1,81,0
12/31/14,925,3,42,0
1/1/15,1430,4,97,1
1/2/15,1400,2,61,0
1/3/15,1450,2,123,1
1/5/15,1215,5,110,1
1/6/15,1130,12,129,1
1/7/15,1300,1,99,1
1/8/15,1640,4,56,1
1/9/15,1330,9,183,2
1/10/15,1125,0,247,2
1/11/15,1700,2,175,2
1/12/15,1335,2,167,1
1/13/15,845,3,90,0
1/14/15,1625,2,6,0
1/15/15,1430,6,130,0
1/16/15,1450,5,113,0
1/19/15,1415,3,107,0
1/20/15,1250,4,174,0
1/21/15,1210,3,103,0
1/22/15,1550,7,0,0
1/23/15,1330,4,109,0
1/24/15,915,3,126,0
1/25/15,1350,2,122,0
1/27/15,1610,1,159,0
1/28/15,1500,0,0,0
1/29/15,1710,0,29,0
1/30/15,1640,3,166,0
1/31/15,1045,0,183,0
2/1/15,1450,2,0,0
2/2/15,1430,2,35,0
2/3/15,830,8,61,0
2/4/15,1600,7,134,0
2/5/15,1420,12,134,0
2/6/15,1200,12,99,0
2/8/15,1140,3,66,0
2/9/15,925,2,322,1
2/10/15,1600,0,200,1
2/11/15,1200,9,149,1
2/13/15,925,4,157,1
2/14/15,1210,3,134,1
2/16/15,1215,4,69,0
2/17/15,840,14,22,0
2/19/15,1615,4,0,0
2/20/15,1230,9,46,0
2/21/15,1045,2,97,0
3/4/15,1310,6,142,0
3/5/15,1530,3,24,0
3/7/15,655,6,30,0
3/8/15,1430,4,23,0
3/9/15,1300,1,93,0
3/10/15,900,7,73,0
3/11/15,1250,7,13,0
3/12/15,1200,0,21,0
3/14/15,1235,0,11,0
3/15/15,1525,0,50,0
3/16/15,1040,3,128,0
3/18/15,1620,0,151,0
3/19/15,1015,2,87,0
3/20/15,1035,2,69,0
3/21/15,800,4,45,0
3/22/15,830,4,55,0
3/24/15,1120,3,70,0
3/25/15,1300,0,64,0
3/26/15,730,3,101,0
3/27/15,1750,6,66,0
3/28/15,1530,1,94,0
3/29/15,1615,2,112,0
3/30/15,1815,1,78,0
3/31/15,1150,6,185,0
4/1/15,1905,1,59,0
4/2/15,1000,6,69,0
4/3/15,1050,3,107,0
4/5/15,1020,5,70,0
4/6/15,1300,7,101,0
4/7/15,1730,12,127,0
4/8/15,1500,3,103,0
4/9/15,1030,1,67,0
4/10/15,1820,8,55,0
4/11/15,745,11,54,0
4/12/15,1515,4,91,0
4/13/15,1800,5,130,0
4/14/15,1525,0,117,2
4/15/15,1330,4,146,1
4/16/15,940,1,92,1
4/17/15,1325,0,202,2
4/18/15,750,5,113,2
4/19/15,1710,8,174,2
4/20/15,1930,6,101,1
4/21/15,1000,7,69,1
4/24/15,1810,3,154,2
4/25/15,1730,3,161,2
4/26/15,1615,3,110,2
4/27/15,1100,5,49,1
4/28/15,1820,5,119,2
4/29/15,800,6,78,1
4/30/15,1720,5,146,1
5/1/15,1330,6,141,1
5/2/15,1435,4,144,0
5/3/15,1905,5,77,1
5/4/15,1715,2,231,1
5/5/15,830,3,122,1
5/6/15,1150,11,175,1
5/7/15,1950,8,75,1
5/8/15,1125,8,99,1
5/9/15,1635,8,40,1
5/10/15,800,14,89,1
5/11/15,1350,4,102,1
5/12/15,820,2,89,2
5/13/15,1200,6,50,1
5/15/15,820,8,136,1
5/16/15,1815,8,115,1
5/17/15,1950,3,53,1
5/18/15,1730,3,123,1
5/19/15,1110,1,88,0
5/20/15,1620,2,119,1
5/21/15,1040,4,78,0
5/22/15,1015,6,67,1
6/4/15,1420,2,219,0
6/5/15,750,7,170,2
6/6/15,1405,6,118,0
6/7/15,1520,5,111,0
6/8/15,1830,3,135,0
6/9/15,1305,3,44,0
6/10/15,1220,0,30,0
6/11/15,1340,5,144,0
6/12/15,1920,5,124,0
6/13/15,1200,1,283,0
6/14/15,1615,4,320,0
6/15/15,1615,4,358,0
6/16/15,1620,5,339,0
6/17/15,1330,2,259,0
6/20/15,1430,5,132,0
6/22/15,1145,7,187,0
6/23/15,1630,10,45,0
6/24/15,1000,7,311,0
6/25/15,900,5,179,0
6/26/15,1900,3,161,0
6/27/15,1710,1,141,0
6/28/15,915,7,190,0
6/29/15,1125,1,252,0
6/30/15,1810,4,240,0
7/1/15,1635,4,242,0
7/2/15,1430,6,207,0
7/3/15,1850,1,207,0
7/4/15,1335,1,181,0
7/5/15,930,6,142,0
7/6/15,1610,6,154,0
7/7/15,1600,7,225,0
7/8/15,1815,7,223,0
7/9/15,1800,2,223,0
7/11/15,1135,7,165,0
7/12/15,1615,7,71,0
7/13/15,835,9,209,0
7/14/15,1330,7,279,0
7/15/15,1210,8,228,0
7/16/15,1710,4,192,0
7/17/15,1235,2,134,0
7/18/15,1705,7,164,0
7/19/15,1215,7,56,0
7/20/15,945,0,70,0
7/21/15,1745,4,204,0
7/22/15,1800,1,119,0
7/23/15,1300,4,94,0
7/24/15,1805,3,19,0
7/25/15,915,1,39,0
7/26/15,1430,3,74,0
7/28/15,1605,4,106,0
7/29/15,810,3,82,0
7/30/15,815,4,65,0
7/31/15,1645,5,7,0
8/1/15,1210,0,5,0
8/2/15,1330,5,7,0
8/3/15,715,3,81,0
8/5/15,1540,1,3,0
8/6/15,1340,3,75,0
8/7/15,1020,3,72,0
8/8/15,1340,0,45,0
8/9/15,900,3,95,0
8/10/15,1230,4,11,0
8/11/15,1845,2,3,0
8/12/15,1200,3,5,0
8/13/15,2025,1,17,0
8/14/15,1700,3,0,0
8/15/15,1050,5,5,0
8/16/15,1330,3,5,0
8/17/15,1420,5,2,0
8/18/15,1330,3,7,0
8/19/15,1320,4,5,0
8/20/15,1130,4,26,0
8/21/15,1450,3,66,0
8/22/15,730,2,13,0
8/23/15,730,5,91,0
8/24/15,1430,0,1,0
8/25/15,1010,4,9,0
8/26/15,1115,0,3,0
8/27/15,1500,2,3,0
8/28/15,830,1,13,0
8/29/15,1150,0,3,1
8/30/15,1644,0,23,1
8/31/15,745,3,78,1
9/1/15,700,2,92,1
9/2/15,1850,0,0,1
9/3/15,835,1,76,1
9/4/15,745,6,80,1
9/5/15,735,1,21,0
9/6/15,1645,2,1,1
9/7/15,715,3,38,1
9/8/15,730,4,50,1
9/9/15,1430,0,0,0
9/10/15,1300,0,18,1
9/11/15,1015,2,3,0
9/12/15,700,0,68,1
9/13/15,1210,3,8,0
9/14/15,1500,0,3,0
9/15/15,800,2,64,1
9/16/15,755,5,46,0
9/17/15,1700,3,56,1
9/18/15,810,0,76,0
9/19/15,720,1,122,1
9/20/15,1610,1,4,0
9/21/15,830,2,64,1
9/22/15,740,6,94,0
9/23/15,800,1,75,1
9/24/15,1340,0,44,1
9/25/15,750,2,76,0
10/10/15,1530,7,60,0
10/11/15,1720,3,3,0
10/12/15,1220,6,73,0
10/13/15,1425,6,5,0
10/14/15,1130,3,0,0
10/15/15,740,7,120,0
10/16/15,1630,4,5,0
10/17/15,915,4,58,0
10/18/15,910,3,103,0
10/19/15,1010,2,98,0
10/20/15,740,4,112,0
10/21/15,750,5,72,0
10/22/15,1140,3,91,0
10/23/15,1550,3,61,0
10/24/15,830,3,83,0
10/25/15,1000,15,57,0
10/27/15,1210,3,1,0
10/28/15,850,5,86,0
10/29/15,820,3,191,0
10/30/15,1315,1,0,0
10/31/15,850,5,134,0
11/1/15,910,5,150,0
11/3/15,800,2,113,0
11/4/15,1700,3,25,0
11/5/15,1025,0,89,0
11/6/15,1410,2,0,0
11/7/15,800,4,48,0
11/8/15,930,1,51,0
11/9/15,900,5,61,0
11/10/15,830,3,119,0
11/11/15,800,9,47,0
11/12/15,1550,0,93,0
11/13/15,1430,0,91,0
11/14/15,935,0,39,0
11/15/15,1135,4,2,0
11/16/15,830,4,71,0
11/17/15,840,2,132,0
11/18/15,1110,9,119,0
11/19/15,1600,2,95,0
11/20/15,1505,0,7,0
11/21/15,940,7,41,0
11/22/15,1300,2,5,0
11/23/15,1040,4,51,0
11/24/15,810,12,22,0
11/25/15,910,0,22,0
11/26/15,1050,3,108,0
11/27/15,1120,9,82,0
11/28/15,1650,9,9,0
11/29/15,830,1,94,0
11/30/15,810,10,140,0
12/1/15,1215,5,198,0
12/2/15,1140,5,183,0
12/3/15,930,6,143,0
12/4/15,900,2,141,0
12/5/15,1120,8,231,0
12/6/15,1145,7,185,0
12/8/15,1250,7,210,0
12/9/15,1540,0,70,1
12/10/15,1105,9,48,1
12/11/15,1610,1,134,0
12/12/15,930,3,125,0
12/14/15,1320,2,92,0
12/15/15,1330,1,209,0
12/16/15,1010,4,124,0
12/17/15,1310,5,135,0
12/18/15,1405,2,132,0
12/19/15,1205,0,126,0
12/20/15,1525,2,193,0
12/21/15,1650,0,4,0
12/22/15,950,4,58,0
12/23/15,1645,0,116,0
12/24/15,1000,5,12,0
12/25/15,1250,2,179,0
12/26/15,1305,6,141,0
12/27/15,1500,5,100,0
12/28/15,1630,3,76,0
12/29/15,1540,3,171,0
12/30/15,1320,3,165,0
12/31/15,1110,4,84,0
1/2/16,1200,10,143,0
1/9/16,1610,8,76,0
1/10/16,1535,7,178,0
1/11/16,940,7,110,0
1/12/16,1415,7,169,0
1/13/16,1200,7,105,0
1/14/16,905,4,127,0
1/15/16,1640,4,156,0
1/16/16,1110,8,122,0
1/17/16,1000,12,135,0
1/18/16,900,3,112,0
1/21/16,1645,1,99,2
1/22/16,1020,5,55,1
1/23/16,910,3,106,1
1/24/16,1550,0,181,1
1/25/16,1150,7,111,1
2/24/16,925,3,7,0
2/25/16,820,10,78,0
2/26/16,925,7,79,0
2/27/16,1515,7,203,0
2/28/16,1400,5,108,0
2/29/16,1430,17,85,0
3/1/16,940,12,84,0
3/3/16,1130,11,36,0
3/4/16,750,12,55,0
3/5/16,1450,12,178,0
3/6/16,1320,24,198,0
3/7/16,1430,5,205,0
3/8/16,835,7,101,0
3/9/16,1720,0,60,0
3/10/16,1220,15,157,0
3/11/16,1320,4,63,0
3/12/16,1650,7,210,0
3/13/16,1720,3,32,0
3/14/16,1100,10,224,0
3/19/16,1520,4,0,0
3/20/16,1045,15,98,0
3/23/16,1425,4,130,0
3/25/16,1300,1,118,1
3/26/16,1350,0,97,1
3/27/16,945,6,34,1
3/28/16,1350,0,113,1
3/29/16,935,3,107,1
3/30/16,840,7,36,0
3/31/16,1410,2,8,0
4/1/16,1740,1,38,0
4/2/16,1620,3,55,0
4/3/16,1315,11,65,0
4/4/16,1300,0,69,0
4/5/16,800,3,38,0
4/6/16,1245,12,11,0
4/7/16,1115,18,77,0
4/8/16,1050,7,50,0
4/9/16,745,5,79,0
4/10/16,1040,15,30,0
4/12/16,1755,0,90,0
4/13/16,1635,4,53,0
4/14/16,1010,8,175,0
4/15/16,1105,14,164,0
4/16/16,735,7,69,0
4/17/16,1140,8,24,1
4/18/16,1000,12,54,2
4/19/16,1040,7,38,2
4/20/16,715,2,45,1
4/21/16,1450,5,71,0
4/22/16,1015,9,71,0
4/23/16,1620,4,190,0
4/24/16,750,6,72,1
4/25/16,1015,2,121,0
4/28/16,1915,2,91,2
4/30/16,1805,0,61,2
5/1/16,1140,4,51,2
5/2/16,1200,4,49,1
5/3/16,1115,5,118,2
5/4/16,1100,7,108,2
5/5/16,1320,3,105,2
5/6/16,710,3,29,2
5/7/16,1745,5,140,2
5/8/16,940,6,24,2
5/9/16,1250,3,132,2
5/10/16,1350,1,94,2
5/11/16,1150,0,60,2
5/12/16,1530,1,62,2
5/13/16,1350,7,24,2
5/14/16,1750,1,49,1
5/15/16,1330,0,104,1
5/16/16,1820,0,81,2
5/17/16,1840,2,84,2
5/18/16,1735,2,61,2
5/19/16,1630,0,164,3
5/20/16,1615,1,122,1
5/21/16,950,0,88,2
5/22/16,1010,0,13,1
5/23/16,1345,2,59,1
5/24/16,1450,1,36,1
5/25/16,1640,0,50,1
5/26/16,1215,0,106,1
5/27/16,1500,0,96,1
5/28/16,1200,1,72,1
5/29/16,1730,2,71,2
5/30/16,2010,0,59,2
5/31/16,825,0,56,2
6/1/16,1500,0,45,0
6/2/16,1310,1,79,1
6/3/16,1430,0,82,1
6/5/16,1515,0,161,0
6/6/16,1820,1,143,0
6/7/16,945,0,88,0
6/8/16,1630,0,91,0
6/9/16,1630,0,105,0
6/10/16,1025,0,82,0
6/11/16,1540,1,176,0
6/12/16,810,0,185,0
6/13/16,1030,1,167,0
6/14/16,1645,0,170,0
6/15/16,1030,0,138,0
6/16/16,1415,0,85,0
6/17/16,1330,0,80,0
6/18/16,1640,0,82,0
6/19/16,1000,0,40,0
6/20/16,1340,0,172,0
6/21/16,1010,0,90,1
6/22/16,1210,0,160,0
6/23/16,1725,0,179,0
6/24/16,1430,1,157,0
6/25/16,1410,1,187,0
6/26/16,1235,1,109,0
6/27/16,1215,1,145,0
6/28/16,1340,2,219,0
6/30/16,815,1,246,0
7/1/16,945,0,248,0
7/2/16,1515,0,209,0
7/3/16,900,1,208,0
7/8/16,1410,1,134,0
7/9/16,1525,0,134,0
7/10/16,955,0,108,0
7/11/16,1420,0,210,0
7/12/16,1205,0,108,0
7/13/16,1550,0,72,0
7/14/16,1745,0,163,0
7/15/16,1200,1,203,0
7/16/16,800,0,207,0
7/17/16,1600,1,100,0
7/18/16,1900,1,77,0
7/19/16,950,0,61,0
7/20/16,650,0,86,0
7/21/16,1400,0,8,0
7/22/16,1950,0,131,0
7/23/16,1245,0,30,0
7/24/16,1530,0,172,0
7/26/16,1605,0,167,0
7/27/16,1315,1,54,0
7/28/16,715,1,102,0
7/29/16,1715,0,78,0
7/30/16,1615,0,10,0
7/31/16,1115,0,91,0
8/2/16,1345,0,4,0
8/3/16,1240,0,6,0
8/4/16,1315,2,116,0
8/5/16,1015,0,36,0
8/6/16,1745,0,113,0
8/7/16,1720,0,10,0
8/8/16,1210,1,54,0
8/9/16,720,1,122,0
8/10/16,1725,0,97,0
8/11/16,910,1,34,0
8/12/16,1230,1,35,0
8/13/16,1635,1,5,0
8/14/16,1520,0,2,0
8/15/16,1545,1,0,0
8/16/16,910,0,13,0
8/17/16,1310,0,36,0
8/18/16,835,0,52,0
8/19/16,815,0,50,0
8/21/16,1320,2,0,0
8/22/16,630,1,70,0
8/23/16,930,3,20,0
8/24/16,720,2,28,0
8/25/16,705,3,43,0
8/26/16,800,2,34,0
8/27/16,745,0,8,0
8/28/16,800,0,5,0
8/29/16,1015,2,7,0
8/30/16,800,0,5,0
8/31/16,1430,0,2,0
9/1/16,730,1,42,0
9/2/16,830,4,35,0
9/3/16,715,2,27,0
9/4/16,815,2,106,0
9/5/16,800,1,81,0
9/6/16,1240,0,5,0
9/7/16,740,0,48,0
9/8/16,815,6,92,0
9/9/16,810,3,51,0
9/10/16,735,5,32,0
9/11/16,740,2,15,0
9/12/16,1645,0,0,0
9/13/16,815,7,41,0
9/14/16,800,5,9,0
9/15/16,700,1,33,0
9/16/16,1205,2,0,0
9/17/16,730,0,8,0
9/19/16,845,2,0,0
9/20/16,1025,2,27,0
9/21/16,830,3,105,0
9/22/16,800,3,113,1
9/23/16,830,3,107,1
9/24/16,830,1,63,0
9/25/16,740,3,39,0
9/26/16,825,1,46,0
9/27/16,845,1,42,0
9/28/16,715,2,49,0
9/29/16,900,1,61,0
9/30/16,825,6,27,0
10/2/16,1550,0,1,0
10/3/16,840,1,52,0
10/4/16,750,7,14,0
10/6/16,1520,3,15,0
10/7/16,1240,2,20,0
10/8/16,845,4,71,0
10/9/16,835,2,71,0
10/10/16,750,7,63,0
10/11/16,1000,9,114,0
10/12/16,1020,7,71,0
10/13/16,815,2,49,0
10/14/16,950,0,4,0
10/15/16,1710,1,8,0
10/16/16,830,1,15,0
10/17/16,850,12,196,0
10/18/16,910,8,147,0
10/19/16,900,7,159,0
10/20/16,920,8,128,1
10/21/16,845,0,92,1
10/22/16,1055,2,34,1
10/23/16,915,3,120,1
10/24/16,720,3,53,1
10/25/16,1040,1,67,1
10/26/16,735,3,63,1
10/27/16,830,0,36,1
10/28/16,920,6,6,1
10/29/16,840,3,62,1
10/30/16,800,10,91,1
10/31/16,810,9,97,1
11/1/16,930,8,31,1
11/2/16,1650,6,113,1
11/3/16,1420,8,15,1
11/4/16,915,2,111,1
11/5/16,1515,7,15,0
11/6/16,900,10,129,0
11/7/16,715,8,62,0
11/8/16,725,2,59,0
11/9/16,815,3,60,0
11/10/16,1440,5,133,0
11/12/16,1700,1,0,0
11/15/16,920,2,41,0
11/16/16,1520,0,101,0
11/17/16,1600,5,28,0
11/18/16,845,6,99,0
11/19/16,950,6,55,0
11/20/16,1000,11,138,0
11/21/16,1150,16,152,0
11/22/16,12,0,99,0
11/23/16,940,4,67,0
11/24/16,1630,4,152,0
11/25/16,1120,6,137,0
11/27/16,1000,11,122,0
11/28/16,1200,3,90,0
11/29/16,1605,2,172,0
11/30/16,1615,9,72,0
12/1/16,950,5,52,0
12/2/16,935,1,80,0
12/3/16,1305,9,98,0
12/4/16,800,1,89,0
12/6/16,1310,7,0,0
12/7/16,1235,13,89,0
12/8/16,900,12,18,0
12/9/16,900,7,59,0
12/10/16,1445,4,37,0
12/11/16,1635,7,63,0
12/12/16,815,4,56,0
12/13/16,900,9,52,0
12/14/16,1240,10,47,0
12/15/16,745,6,48,0
12/16/16,1145,10,51,0
12/17/16,925,8,138,0
12/18/16,1615,0,38,0
12/19/16,945,8,112,0
12/20/16,1215,11,129,0
12/21/16,800,7,45,0
12/22/16,730,11,40,0
12/24/16,900,6,31,0
12/25/16,1715,0,162,0
12/26/16,1540,4,57,0
12/27/16,1000,7,107,0
12/28/16,1300,4,166,0
12/29/16,945,5,70,0
12/30/16,900,8,8,0
12/31/16,1325,5,143,0
1/1/17,920,8,44,0
1/2/17,930,5,73,0
1/3/17,930,4,80,0
1/4/17,835,6,15,0
1/5/17,1300,0,116,0
1/7/17,840,7,34,0
1/8/17,840,5,43,0
1/9/17,845,7,96,0
1/10/17,800,2,3,0
1/11/17,1305,4,211,0
1/12/17,910,1,8,0
1/13/17,940,0,98,0
1/14/17,1300,3,109,0
1/15/17,845,5,91,0
1/16/17,810,3,81,0
1/17/17,730,10,33,0
1/18/17,1515,4,2,1
1/19/17,1145,12,123,0
1/20/17,830,12,3,0
1/21/17,900,0,0,0
1/22/17,1030,0,73,0
1/23/17,750,0,68,0
1/24/17,800,0,61,0
